,customer_id,cluster_label,gender,past_3_years_bike_related_purchases,job_title,wealth_segment,deceased_indicator,owns_car,tenure,age
1692,1770,1,F,63,Junior Executive,Mass Customer,N,Yes,7.0,26.0
1693,1771,0,F,1,Geological Engineer,Mass Customer,N,Yes,14.0,46.0
1694,1772,0,M,98,Financial Analyst,High Net Worth,N,Yes,14.0,36.0
1695,1774,1,M,48,Compensation Analyst,Mass Customer,N,Yes,18.0,42.0
1696,1775,0,F,73,Actuary,Affluent Customer,N,No,3.0,25.0
1697,1776,1,M,77,Accountant I,Affluent Customer,N,No,10.0,42.0
1698,1777,1,F,47,Sales Representative,Affluent Customer,N,No,1.0,26.0
1699,1778,0,F,72,Staff Accountant III,Mass Customer,N,Yes,2.0,20.0
1700,1779,0,M,55,Information Systems Manager,Affluent Customer,N,No,5.0,24.0
1701,1781,0,M,63,Data Coordiator,Affluent Customer,N,No,17.0,55.0
1702,1782,1,M,47,Pharmacist,Affluent Customer,N,Yes,9.0,54.0
1703,1783,0,M,55,Retail,Mass Customer,N,Yes,7.0,25.0
1704,1784,0,F,37,GIS Technical Architect,Mass Customer,N,Yes,6.0,26.0
1705,1785,1,M,23,Clinical Specialist,Mass Customer,N,No,19.0,60.0
1706,1786,1,F,70,Administrative Assistant III,High Net Worth,N,Yes,11.0,59.0
1707,1787,1,M,2,Executive Secretary,High Net Worth,N,Yes,13.0,44.0
1708,1788,0,F,79,Account Representative IV,High Net Worth,N,Yes,10.0,56.0
1709,1789,0,F,44,Analog Circuit Design manager,Mass Customer,N,No,9.0,34.0
1710,1790,1,M,90,Budget/Accounting Analyst IV,Affluent Customer,N,No,1.0,27.0
1711,1791,0,F,20,Data Coordiator,Affluent Customer,N,Yes,19.0,46.0
1712,1792,1,M,1,Financial Services,Mass Customer,N,No,15.0,33.0
1713,1793,0,M,19,Actuary,Mass Customer,N,Yes,2.0,31.0
1714,1794,0,F,53,Administrative Officer,Mass Customer,N,No,8.0,52.0
1715,1795,1,M,40,Internal Auditor,Affluent Customer,N,No,7.0,43.0
1716,1796,1,F,79,Desktop Support Technician,High Net Worth,N,Yes,8.0,51.0
1717,1797,0,M,49,Assistant Professor,Mass Customer,N,No,8.0,46.0
1718,1798,0,F,46,Electrical Engineer,High Net Worth,N,Yes,1.0,20.0
1719,1800,1,F,30,Executive Secretary,High Net Worth,N,No,11.0,65.0
1720,1801,1,M,48,Legal Assistant,Affluent Customer,N,No,21.0,44.0
1721,1802,0,F,3,Nuclear Power Engineer,Mass Customer,N,No,7.0,48.0
1722,1804,0,F,91,Product Engineer,Affluent Customer,N,No,4.0,58.0
1723,1805,0,F,90,Budget/Accounting Analyst II,Mass Customer,N,No,12.0,44.0
1724,1807,0,F,45,Help Desk Operator,High Net Worth,N,Yes,16.0,66.0
1725,1808,0,M,98,Information Systems Manager,High Net Worth,N,No,17.0,55.0
1726,1809,1,F,67,Programmer II,Mass Customer,N,Yes,19.0,60.0
1727,1810,1,M,98,Geological Engineer,High Net Worth,N,No,16.0,61.0
1728,1811,1,M,59,Financial Services,Mass Customer,N,No,1.0,21.0
1729,1812,1,F,20,Clinical Specialist,Affluent Customer,N,No,14.0,61.0
1730,1813,0,F,45,Technical Writer,Mass Customer,N,No,1.0,19.0
1731,1814,0,F,33,Web Designer IV,Affluent Customer,N,No,17.0,32.0
1732,1815,1,F,23,Software Test Engineer I,Mass Customer,N,Yes,19.0,67.0
1733,1816,0,F,68,Argiculture,Mass Customer,N,No,18.0,44.0
1734,1817,0,M,32,Graphic Designer,High Net Worth,N,No,19.0,46.0
1735,1818,1,F,64,Assistant Media Planner,Mass Customer,N,Yes,11.0,54.0
1736,1819,1,F,26,Graphic Designer,Mass Customer,N,Yes,8.0,26.0
1737,1820,0,M,12,Software Engineer II,Affluent Customer,N,No,5.0,25.0
1738,1821,0,M,89,Web Developer IV,High Net Worth,N,Yes,15.0,49.0
1739,1822,0,F,67,Financial Services,Mass Customer,N,No,9.0,58.0
1740,1823,0,F,29,VP Quality Control,High Net Worth,N,No,10.0,46.0
1741,1824,1,F,12,Safety Technician III,Affluent Customer,N,Yes,5.0,61.0
1742,1825,1,M,82,VP Quality Control,Mass Customer,N,Yes,17.0,54.0
1743,1826,0,M,33,Chemical Engineer,High Net Worth,N,Yes,7.0,60.0
1744,1827,1,F,92,Sales Representative,Affluent Customer,N,Yes,18.0,43.0
1745,1828,0,F,65,Junior Executive,Affluent Customer,N,No,14.0,33.0
1746,1829,1,M,82,Editor,Mass Customer,N,No,14.0,40.0
1747,1830,1,M,98,Software Consultant,High Net Worth,N,No,12.0,35.0
1748,1831,1,M,58,Social Worker,Mass Customer,N,No,15.0,43.0
1749,1832,1,F,53,Programmer Analyst III,Mass Customer,N,Yes,12.0,56.0
1750,1833,0,M,67,Actuary,High Net Worth,N,Yes,19.0,54.0
1751,1834,0,M,84,Director of Sales,High Net Worth,N,Yes,11.0,43.0
1752,1835,0,M,48,Financial Advisor,Affluent Customer,N,Yes,1.0,27.0
1753,1836,1,F,54,Research Nurse,Mass Customer,N,Yes,13.0,65.0
1754,1837,1,M,9,Account Coordinator,Mass Customer,N,Yes,19.0,47.0
1755,1838,1,F,14,Business Systems Development Analyst,Affluent Customer,N,Yes,12.0,56.0
1756,1839,1,F,60,Internal Auditor,High Net Worth,N,Yes,5.0,33.0
1757,1840,0,M,22,Staff Scientist,High Net Worth,N,Yes,20.0,43.0
1758,1841,0,M,63,Administrative Assistant III,Affluent Customer,N,No,2.0,25.0
1759,1842,1,M,89,Accountant IV,Mass Customer,N,No,8.0,44.0
1760,1843,1,M,96,Recruiting Manager,Mass Customer,N,Yes,4.0,36.0
1761,1844,0,F,71,Product Engineer,Mass Customer,N,No,12.0,45.0
1762,1845,1,M,34,General Manager,Mass Customer,N,No,6.0,43.0
1763,1846,0,F,4,Senior Editor,Affluent Customer,N,No,7.0,42.0
1764,1847,1,F,68,Executive Secretary,Mass Customer,N,No,6.0,43.0
1765,1848,0,M,22,Information Systems Manager,Mass Customer,N,No,9.0,44.0
1766,1849,0,M,6,Retail,Mass Customer,N,Yes,5.0,62.0
1767,1850,1,M,4,Biostatistician II,High Net Worth,N,No,7.0,42.0
1768,1851,1,M,20,Account Representative II,Mass Customer,N,No,13.0,47.0
1769,1852,1,F,22,Research Associate,Affluent Customer,N,No,18.0,43.0
1770,1853,1,F,67,Recruiter,Mass Customer,N,Yes,17.0,33.0
1771,1854,0,F,11,Community Outreach Specialist,High Net Worth,N,Yes,17.0,42.0
1772,1855,1,M,2,Librarian,Mass Customer,N,Yes,18.0,49.0
1773,1856,0,F,57,Associate Professor,Mass Customer,N,No,4.0,51.0
1774,1857,0,M,57,Marketing Manager,Affluent Customer,N,Yes,5.0,52.0
1775,1858,0,F,30,Senior Sales Associate,High Net Worth,N,Yes,11.0,64.0
1776,1859,0,F,81,Accountant IV,High Net Worth,N,Yes,12.0,31.0
1777,1860,0,F,4,Nuclear Power Engineer,Mass Customer,N,Yes,17.0,44.0
1778,1861,1,F,26,Geological Engineer,Mass Customer,N,Yes,8.0,53.0
1779,1862,0,F,24,Health,High Net Worth,N,Yes,4.0,40.0
1780,1863,0,M,10,VP Product Management,High Net Worth,N,No,20.0,42.0
1781,1864,0,F,45,Senior Quality Engineer,Mass Customer,N,No,18.0,60.0
1782,1865,1,F,35,Office Assistant III,Mass Customer,N,No,3.0,23.0
1783,1866,0,M,27,Marketing Manager,Mass Customer,N,No,2.0,28.0
1784,1867,1,F,96,Senior Developer,Affluent Customer,N,No,3.0,35.0
1785,1868,0,F,11,Assistant Manager,Mass Customer,N,No,10.0,32.0
1786,1869,1,F,73,Geologist IV,High Net Worth,N,Yes,9.0,43.0
1787,1870,1,F,24,Graphic Designer,Affluent Customer,N,No,9.0,48.0
1788,1871,0,F,52,Senior Cost Accountant,High Net Worth,N,Yes,8.0,27.0
1789,1872,1,M,75,Help Desk Technician,Mass Customer,N,Yes,14.0,47.0
1790,1873,1,M,49,General Manager,Affluent Customer,N,Yes,4.0,28.0
1791,1874,0,M,17,Argiculture,High Net Worth,N,Yes,7.0,63.0
1792,1875,1,M,4,Staff Scientist,High Net Worth,N,Yes,19.0,62.0
1793,1876,0,M,16,Recruiting Manager,Affluent Customer,N,No,21.0,43.0
1794,1877,0,M,13,Associate Professor,High Net Worth,N,Yes,16.0,54.0
1795,1878,1,M,6,Account Coordinator,Affluent Customer,N,No,10.0,66.0
1796,1879,1,M,4,Account Representative I,High Net Worth,N,No,5.0,54.0
1797,1881,0,M,61,Quality Control Specialist,Affluent Customer,N,Yes,12.0,63.0
1798,1882,1,M,86,Account Executive,Affluent Customer,N,No,10.0,56.0
1799,1883,0,F,6,Health,Mass Customer,N,No,6.0,29.0
1800,1884,1,F,19,Manufacturing,Mass Customer,N,Yes,17.0,51.0
1801,1885,1,M,18,Software Consultant,High Net Worth,N,Yes,11.0,38.0
1802,1886,0,F,35,Nurse,Affluent Customer,N,No,18.0,42.0
1803,1887,0,F,22,Director of Sales,Affluent Customer,N,Yes,8.0,55.0
1804,1888,1,F,67,Food Chemist,Mass Customer,N,Yes,1.0,19.0
1805,1889,0,M,98,Quality Control Specialist,Affluent Customer,N,No,11.0,47.0
1806,1890,1,M,89,Analyst Programmer,Mass Customer,N,No,7.0,48.0
1807,1891,1,M,6,Marketing Manager,Mass Customer,N,Yes,19.0,31.0
1808,1892,1,F,48,Retail,High Net Worth,N,Yes,2.0,25.0
1809,1893,0,M,25,Administrative Officer,Mass Customer,N,No,5.0,53.0
1810,1894,0,M,86,Automation Specialist III,High Net Worth,N,Yes,17.0,45.0
1811,1895,1,F,53,Technical Writer,Mass Customer,N,No,15.0,45.0
1812,1896,1,M,13,Project Manager,High Net Worth,N,No,1.0,25.0
1813,1897,0,F,58,Product Engineer,Mass Customer,N,Yes,1.0,23.0
1814,1898,1,F,67,Developer III,Affluent Customer,N,Yes,12.0,41.0
1815,1899,0,M,29,Retail,Affluent Customer,N,Yes,4.0,23.0
1816,1900,1,M,67,Safety Technician II,Affluent Customer,N,Yes,19.0,40.0
1817,1901,0,M,40,Budget/Accounting Analyst I,Affluent Customer,N,No,8.0,43.0
1818,1902,0,F,48,Environmental Tech,Mass Customer,N,Yes,4.0,56.0
1819,1903,1,M,8,Project Manager,High Net Worth,N,Yes,4.0,47.0
1820,1904,1,F,60,Technical Writer,High Net Worth,N,Yes,14.0,43.0
1821,1905,0,F,21,Help Desk Technician,Affluent Customer,N,No,15.0,67.0
1822,1906,1,M,69,Product Engineer,Mass Customer,N,No,22.0,33.0
1823,1907,1,M,69,VP Sales,High Net Worth,N,No,18.0,46.0
1824,1908,0,F,2,Help Desk Technician,High Net Worth,N,Yes,6.0,57.0
1825,1909,0,F,32,Research Assistant II,Affluent Customer,N,Yes,13.0,36.0
1826,1910,0,F,20,Systems Administrator I,High Net Worth,N,Yes,14.0,61.0
1827,1911,1,M,22,Director of Sales,Mass Customer,N,No,3.0,40.0
1828,1912,0,M,36,Account Coordinator,High Net Worth,N,No,7.0,28.0
1829,1913,0,F,36,Dental Hygienist,Mass Customer,N,Yes,17.0,47.0
1830,1914,0,M,72,VP Product Management,Mass Customer,N,No,5.0,52.0
1831,1915,1,F,40,Social Worker,Mass Customer,N,Yes,12.0,67.0
1832,1916,1,M,71,Computer Systems Analyst II,High Net Worth,N,Yes,7.0,26.0
1833,1917,1,F,7,Senior Sales Associate,Affluent Customer,N,Yes,8.0,47.0
1834,1919,1,M,40,VP Product Management,Mass Customer,N,Yes,19.0,60.0
1835,1920,1,M,29,Sales Associate,Mass Customer,N,No,13.0,33.0
1836,1921,0,F,70,Accountant III,Mass Customer,N,No,17.0,38.0
1837,1922,0,F,7,Speech Pathologist,High Net Worth,N,Yes,5.0,51.0
1838,1923,1,M,52,Health Coach IV,Mass Customer,N,No,9.0,50.0
1839,1924,1,F,94,VP Product Management,Mass Customer,N,Yes,14.0,55.0
1840,1926,1,M,72,Senior Cost Accountant,High Net Worth,N,Yes,10.0,63.0
1841,1927,1,F,11,Software Test Engineer I,Affluent Customer,N,Yes,8.0,45.0
1842,1928,0,M,2,Chemical Engineer,High Net Worth,N,Yes,13.0,43.0
1843,1929,0,F,79,Food Chemist,Affluent Customer,N,No,20.0,34.0
1844,1930,0,M,27,Speech Pathologist,High Net Worth,N,No,3.0,24.0
1845,1931,0,M,85,Senior Developer,Affluent Customer,N,No,6.0,47.0
1846,1932,0,F,98,Librarian,Affluent Customer,N,Yes,3.0,44.0
1847,1933,0,M,72,Automation Specialist I,Affluent Customer,N,No,18.0,40.0
1848,1934,1,M,70,Budget/Accounting Analyst IV,Affluent Customer,N,Yes,14.0,58.0
1849,1935,1,M,72,Senior Sales Associate,Mass Customer,N,No,9.0,46.0
1850,1936,1,F,36,Junior Executive,Mass Customer,N,Yes,12.0,56.0
1851,1937,1,M,69,Quality Engineer,Mass Customer,N,No,19.0,47.0
1852,1939,1,M,81,Safety Technician I,Mass Customer,N,Yes,8.0,28.0
1853,1940,1,F,52,Teacher,High Net Worth,N,Yes,8.0,44.0
1854,1941,1,M,83,Librarian,Mass Customer,N,No,2.0,28.0
1855,1942,0,M,0,Programmer Analyst II,High Net Worth,N,No,19.0,34.0
1856,1943,0,M,35,Senior Cost Accountant,Affluent Customer,N,Yes,13.0,35.0
1857,1944,1,M,73,Programmer III,High Net Worth,N,Yes,8.0,40.0
1858,1945,0,M,88,Software Test Engineer II,High Net Worth,N,Yes,9.0,42.0
1859,1946,0,M,37,Systems Administrator III,Mass Customer,N,No,8.0,62.0
1860,1947,0,F,66,Geologist II,Affluent Customer,N,Yes,18.0,57.0
1861,1948,0,F,30,Entertainment,Mass Customer,N,No,11.0,56.0
1862,1949,0,F,9,Legal Assistant,Mass Customer,N,No,7.0,66.0
1863,1950,0,M,27,Web Developer II,Affluent Customer,N,Yes,19.0,57.0
1864,1951,1,M,93,Health Coach II,Mass Customer,N,Yes,2.0,20.0
1865,1952,1,F,35,Payment Adjustment Coordinator,Mass Customer,N,Yes,9.0,47.0
1866,1953,0,F,23,Paralegal,High Net Worth,N,No,12.0,42.0
1867,1954,1,M,88,VP Sales,Affluent Customer,N,No,5.0,53.0
1868,1955,0,M,18,Environmental Specialist,Mass Customer,N,No,11.0,40.0
1869,1956,1,M,36,Human Resources Assistant I,Affluent Customer,N,Yes,3.0,26.0
1870,1957,1,M,1,Accountant IV,Affluent Customer,N,No,4.0,43.0
1871,1958,1,F,62,Professor,Mass Customer,N,No,22.0,35.0
1872,1959,1,M,3,Director of Sales,Mass Customer,N,Yes,16.0,42.0
1873,1960,0,M,86,Software Engineer II,Mass Customer,N,Yes,10.0,42.0
1874,1961,1,F,10,Physical Therapy Assistant,Mass Customer,N,Yes,15.0,60.0
1875,1962,1,M,13,Sales Representative,Mass Customer,N,Yes,22.0,43.0
1876,1963,0,M,81,Biostatistician I,Mass Customer,N,Yes,4.0,23.0
1877,1964,1,F,60,Mechanical Systems Engineer,Affluent Customer,N,Yes,9.0,56.0
1878,1965,0,M,81,Web Designer III,Mass Customer,N,Yes,3.0,47.0
1879,1966,0,M,75,Financial Services,High Net Worth,N,No,3.0,27.0
1880,1967,0,F,88,Chemical Engineer,Affluent Customer,N,Yes,17.0,35.0
1881,1968,1,F,31,Librarian,Mass Customer,N,No,1.0,26.0
1882,1969,1,M,54,Teacher,Mass Customer,N,Yes,19.0,59.0
1883,1970,1,M,51,Desktop Support Technician,Mass Customer,N,No,7.0,38.0
1884,1971,1,F,49,Manufacturing,Mass Customer,N,Yes,4.0,23.0
1885,1972,1,M,12,IT,Mass Customer,N,Yes,2.0,31.0
1886,1973,1,F,52,Media Manager IV,High Net Worth,N,No,5.0,41.0
1887,1974,1,M,67,Administrative Officer,Mass Customer,N,Yes,15.0,62.0
1888,1975,0,F,39,Product Engineer,Affluent Customer,N,No,4.0,55.0
1889,1976,0,F,84,Product Engineer,Mass Customer,N,No,11.0,45.0
1890,1977,1,F,28,Manufacturing,Mass Customer,N,Yes,5.0,43.0
1891,1978,0,F,53,Dental Hygienist,Mass Customer,N,No,16.0,66.0
1892,1979,1,M,98,Statistician III,Mass Customer,N,Yes,11.0,60.0
1893,1980,0,M,97,Food Chemist,High Net Worth,N,Yes,7.0,28.0
1894,1981,0,M,62,Sales Associate,Affluent Customer,N,No,12.0,35.0
1895,1982,1,F,80,Senior Cost Accountant,High Net Worth,N,Yes,16.0,53.0
1896,1983,1,F,6,Assistant Media Planner,Affluent Customer,N,Yes,18.0,58.0
1897,1984,0,M,70,Information Systems Manager,Mass Customer,N,Yes,1.0,21.0
1898,1985,1,F,1,Computer Systems Analyst I,Mass Customer,N,Yes,16.0,42.0
1899,1986,0,F,53,Retail,Mass Customer,N,No,16.0,39.0
1900,1987,0,M,56,Research Associate,Affluent Customer,N,No,8.0,64.0
1901,1988,0,M,27,Recruiting Manager,Mass Customer,N,No,8.0,64.0
1902,1989,0,F,46,Graphic Designer,High Net Worth,N,Yes,17.0,47.0
1903,1991,1,M,35,Research Nurse,Mass Customer,N,Yes,8.0,27.0
1904,1992,0,F,28,Web Developer I,Mass Customer,N,Yes,3.0,25.0
1905,1993,1,M,82,Accounting Assistant II,High Net Worth,N,Yes,3.0,40.0
1906,1994,1,F,71,Manufacturing,High Net Worth,N,No,11.0,35.0
1907,1995,0,F,6,Automation Specialist II,Mass Customer,N,Yes,11.0,52.0
1908,1996,1,M,4,Structural Engineer,Mass Customer,N,No,4.0,35.0
1909,1997,0,M,57,Structural Engineer,Mass Customer,N,No,5.0,24.0
1910,1998,1,M,13,Media Manager IV,High Net Worth,N,No,21.0,46.0
1911,1999,1,F,6,Nuclear Power Engineer,Mass Customer,N,Yes,7.0,58.0
1912,2001,0,F,21,Analog Circuit Design manager,Mass Customer,N,Yes,3.0,43.0
1913,2002,1,F,55,Mechanical Systems Engineer,Mass Customer,N,No,12.0,49.0
1914,2003,0,F,80,Statistician III,High Net Worth,N,Yes,8.0,58.0
1915,2004,0,M,16,Nuclear Power Engineer,Affluent Customer,N,Yes,10.0,57.0
1916,2005,0,F,41,Accountant I,High Net Worth,N,No,17.0,42.0
1917,2006,1,F,33,Senior Developer,High Net Worth,N,Yes,2.0,21.0
1918,2007,1,M,8,Programmer I,Mass Customer,N,Yes,15.0,51.0
1919,2008,1,M,77,Analyst Programmer,Mass Customer,N,Yes,3.0,27.0
1920,2009,0,F,19,Staff Accountant IV,Affluent Customer,N,Yes,19.0,61.0
1921,2010,0,M,88,Data Coordiator,High Net Worth,N,Yes,7.0,47.0
1922,2011,0,M,68,VP Sales,High Net Worth,N,Yes,12.0,43.0
1923,2012,1,F,55,Health Coach I,High Net Worth,N,No,4.0,48.0
1924,2013,0,F,99,Registered Nurse,Affluent Customer,N,Yes,19.0,25.0
1925,2014,0,F,49,Associate Professor,Mass Customer,N,Yes,8.0,30.0
1926,2015,0,F,6,Health Coach IV,Affluent Customer,N,No,7.0,47.0
1927,2016,0,F,89,Executive Secretary,Affluent Customer,N,Yes,1.0,22.0
1928,2017,1,M,67,Programmer II,Affluent Customer,N,Yes,6.0,26.0
1929,2018,0,M,80,Senior Developer,Affluent Customer,N,No,12.0,58.0
1930,2019,0,F,48,VP Marketing,High Net Worth,N,No,17.0,67.0
1931,2020,0,F,50,Biostatistician IV,Affluent Customer,N,Yes,14.0,49.0
1932,2022,1,M,79,IT,Affluent Customer,N,No,7.0,38.0
1933,2023,0,M,15,Associate Professor,High Net Worth,N,No,10.0,50.0
1934,2024,0,F,69,VP Sales,Mass Customer,N,Yes,2.0,20.0
1935,2025,0,M,59,VP Quality Control,Mass Customer,N,Yes,3.0,39.0
1936,2026,1,F,62,Structural Engineer,Mass Customer,N,Yes,7.0,33.0
1937,2027,1,M,89,VP Product Management,High Net Worth,N,No,10.0,56.0
1938,2028,1,F,25,Director of Sales,Affluent Customer,N,Yes,18.0,44.0
1939,2029,0,M,10,Nurse,Mass Customer,N,No,7.0,29.0
1940,2030,0,M,3,Administrative Officer,High Net Worth,N,No,15.0,60.0
1941,2031,1,M,99,Geologist III,Mass Customer,N,No,12.0,34.0
1942,2032,0,M,98,Quality Control Specialist,Mass Customer,N,Yes,9.0,37.0
1943,2033,1,M,36,Dental Hygienist,High Net Worth,N,No,10.0,49.0
1944,2034,1,F,87,Speech Pathologist,Mass Customer,N,No,8.0,47.0
1945,2035,1,M,40,Senior Developer,Mass Customer,N,No,19.0,41.0
1946,2037,0,M,19,VP Marketing,Mass Customer,N,No,6.0,32.0
1947,2038,1,F,9,Structural Engineer,Mass Customer,N,Yes,5.0,61.0
1948,2039,1,F,38,Senior Developer,High Net Worth,N,Yes,7.0,43.0
1949,2040,0,M,25,VP Sales,Affluent Customer,N,Yes,12.0,51.0
1950,2041,0,M,52,VP Accounting,Mass Customer,N,No,17.0,63.0
1951,2042,0,M,65,Registered Nurse,Mass Customer,N,No,17.0,52.0
1952,2043,1,F,67,Software Consultant,Mass Customer,N,No,7.0,43.0
1953,2044,0,F,84,Quality Engineer,Mass Customer,N,Yes,1.0,22.0
1954,2045,0,F,15,VP Sales,High Net Worth,N,No,15.0,36.0
1955,2046,1,F,3,Marketing Manager,Mass Customer,N,Yes,13.0,61.0
1956,2047,0,F,45,Paralegal,Affluent Customer,N,Yes,21.0,46.0
1957,2048,0,F,22,Financial Advisor,High Net Worth,N,No,13.0,61.0
1958,2049,0,M,21,Assistant Professor,High Net Worth,N,No,5.0,59.0
1959,2050,1,F,22,Business Systems Development Analyst,Mass Customer,N,Yes,5.0,66.0
1960,2051,0,F,8,Geological Engineer,Affluent Customer,N,No,20.0,61.0
1961,2052,1,M,5,Retail,Mass Customer,N,Yes,8.0,65.0
1962,2053,0,M,7,Financial Services,Affluent Customer,N,Yes,11.0,42.0
1963,2054,0,M,12,Manufacturing,Mass Customer,N,Yes,22.0,25.0
1964,2055,1,M,46,Administrative Assistant III,High Net Worth,N,No,7.0,40.0
1965,2056,0,F,65,Biostatistician IV,High Net Worth,N,No,22.0,35.0
1966,2057,1,F,99,Accounting Assistant IV,Affluent Customer,N,Yes,15.0,61.0
1967,2058,1,F,99,Database Administrator I,High Net Worth,N,No,7.0,43.0
1968,2059,1,F,21,Graphic Designer,High Net Worth,N,No,12.0,44.0
1969,2060,1,F,17,Statistician II,Mass Customer,N,No,17.0,62.0
1970,2061,1,F,71,Technical Writer,High Net Worth,N,No,4.0,38.0
1971,2062,1,M,67,Junior Executive,Mass Customer,N,No,18.0,44.0
1972,2063,0,M,55,Clinical Specialist,Affluent Customer,N,No,16.0,57.0
1973,2064,1,M,99,VP Marketing,Mass Customer,N,Yes,18.0,51.0
1974,2065,0,M,66,Technical Writer,Mass Customer,N,Yes,12.0,43.0
1975,2066,0,M,91,Food Chemist,High Net Worth,N,Yes,12.0,51.0
1976,2067,0,M,81,Registered Nurse,Mass Customer,N,No,17.0,41.0
1977,2068,0,F,23,Account Representative I,High Net Worth,N,No,8.0,64.0
1978,2070,1,F,0,Recruiting Manager,Mass Customer,N,No,8.0,39.0
1979,2072,1,F,30,Environmental Specialist,Mass Customer,N,Yes,9.0,61.0
1980,2073,1,F,87,Manufacturing,High Net Worth,N,Yes,10.0,47.0
1981,2074,1,F,90,Financial Services,Mass Customer,N,No,4.0,23.0
1982,2075,1,F,95,Environmental Tech,Mass Customer,N,No,8.0,48.0
1983,2076,1,F,73,Assistant Manager,Mass Customer,N,Yes,5.0,51.0
1984,2077,0,F,67,Cost Accountant,Mass Customer,N,Yes,7.0,29.0
1985,2078,0,F,15,Computer Systems Analyst III,Mass Customer,N,No,3.0,31.0
1986,2079,1,F,49,Account Executive,High Net Worth,N,No,11.0,64.0
1987,2080,1,F,15,Human Resources Assistant IV,High Net Worth,N,No,17.0,61.0
1988,2081,1,F,69,Senior Editor,Mass Customer,N,No,13.0,48.0
1989,2082,1,F,38,Legal Assistant,Affluent Customer,N,Yes,19.0,41.0
1990,2084,1,F,6,IT,Mass Customer,N,Yes,17.0,34.0
1991,2085,1,F,83,Pharmacist,Mass Customer,N,No,11.0,64.0
1992,2086,1,M,68,Senior Cost Accountant,High Net Worth,N,No,1.0,24.0
1993,2087,0,M,76,Administrative Officer,Mass Customer,N,Yes,15.0,51.0
1994,2088,0,M,2,Senior Financial Analyst,Mass Customer,N,Yes,14.0,51.0
1995,2089,1,M,93,Safety Technician I,High Net Worth,N,No,15.0,63.0
1996,2090,0,M,63,Help Desk Technician,Mass Customer,N,Yes,17.0,56.0
1997,2091,1,F,27,Office Assistant II,Mass Customer,N,No,9.0,40.0
1998,2092,0,M,14,Safety Technician IV,High Net Worth,N,No,18.0,43.0
1999,2093,0,M,94,Programmer II,High Net Worth,N,No,2.0,21.0
2000,2094,0,M,15,Biostatistician IV,Mass Customer,N,No,16.0,37.0
2001,2095,1,F,69,Account Executive,Affluent Customer,N,No,8.0,31.0
2002,2096,0,F,74,Programmer III,High Net Worth,N,Yes,12.0,51.0
2003,2097,0,M,38,Recruiter,Mass Customer,N,No,21.0,33.0
2004,2098,0,F,82,Dental Hygienist,High Net Worth,N,No,16.0,51.0
2005,2099,0,M,40,Senior Cost Accountant,High Net Worth,N,Yes,19.0,61.0
2006,2100,0,M,34,Marketing Assistant,Mass Customer,N,No,14.0,42.0
2007,2101,1,F,71,General Manager,Mass Customer,N,Yes,2.0,23.0
2008,2102,1,M,80,Senior Editor,Affluent Customer,N,No,5.0,45.0
2009,2103,1,M,94,Business Systems Development Analyst,Affluent Customer,N,No,18.0,45.0
2010,2104,0,F,31,Structural Analysis Engineer,Mass Customer,N,No,11.0,42.0
2011,2105,0,M,29,Food Chemist,High Net Worth,N,Yes,6.0,49.0
2012,2106,0,M,91,Project Manager,High Net Worth,N,Yes,13.0,51.0
2013,2107,1,F,2,Biostatistician IV,Affluent Customer,N,Yes,4.0,28.0
2014,2108,1,F,41,Software Test Engineer IV,Mass Customer,N,Yes,18.0,35.0
2015,2109,0,F,14,Account Representative II,High Net Worth,N,Yes,18.0,56.0
2016,2110,1,M,29,Human Resources Assistant III,High Net Worth,N,No,14.0,47.0
2017,2111,1,M,98,Speech Pathologist,Affluent Customer,N,Yes,12.0,47.0
2018,2112,1,F,64,Accounting Assistant I,Mass Customer,N,Yes,6.0,27.0
2019,2113,1,F,91,Internal Auditor,Affluent Customer,N,No,17.0,49.0
2020,2114,1,M,78,Safety Technician III,High Net Worth,N,No,19.0,66.0
2021,2115,0,M,17,Food Chemist,Mass Customer,N,Yes,17.0,45.0
2022,2116,0,M,81,Research Associate,Affluent Customer,N,Yes,9.0,42.0
2023,2117,1,M,76,Computer Systems Analyst I,Affluent Customer,N,No,3.0,25.0
2024,2118,1,M,29,Developer III,High Net Worth,N,No,7.0,42.0
2025,2119,0,F,51,Senior Cost Accountant,Mass Customer,N,No,17.0,36.0
2026,2120,1,M,80,Web Designer III,Mass Customer,N,No,1.0,24.0
2027,2121,1,F,35,Nurse,Mass Customer,N,Yes,22.0,32.0
2028,2122,1,M,85,Registered Nurse,High Net Worth,N,Yes,11.0,48.0
2029,2123,1,F,36,Software Engineer II,Affluent Customer,N,No,2.0,28.0
2030,2124,1,M,17,Retail,High Net Worth,N,No,18.0,43.0
2031,2125,0,F,9,VP Quality Control,High Net Worth,N,No,18.0,46.0
2032,2126,1,M,65,Product Engineer,Mass Customer,N,Yes,17.0,63.0
2033,2127,0,F,66,Web Designer I,Mass Customer,N,No,7.0,47.0
2034,2128,1,M,31,Data Coordiator,Affluent Customer,N,Yes,16.0,44.0
2035,2129,1,M,26,Electrical Engineer,High Net Worth,N,No,3.0,40.0
2036,2130,1,F,95,Structural Engineer,High Net Worth,N,Yes,16.0,31.0
2037,2131,0,F,12,Payment Adjustment Coordinator,Mass Customer,N,Yes,7.0,50.0
2038,2132,1,F,16,Human Resources Manager,High Net Worth,N,Yes,22.0,36.0
